full_name,email_address,phone_number,state_name,zip_code,signup_date,purchase_amount,age_years,status,customer_city,company_name,subscribed,junk_notes,mostly_empty,empty_col,row_id
noah jones,,+1 (555) 893-3573,md,,2024/01/12,,unknown,inactive,rockville,bright labs,yes,,,,318.0
frank davis,frank.davis11@sample.net,+1 (555) 300-6472,maryland,85130,12/27/2023,,26,inactive,washington,blue rocket,yes,temp,,,209.0
victor martinez,victor.martinez62@mail.com,+1 (555) 346-8231,pa,3658,2023-09-17,,unknown,inactive,baltimore,bright labs,1,old import,,,66.0
xavier brown,xavier.brown27@example.com,+1 (555) 523-2869,maryland,24174,2023-12-26,,,pending,rockville,unknown,yes,old import,,,144.0
carol garcia,carol.garcia71@sample.net,+1 (555) 396-8302,pennsylvania,1238,,,unknown,active,washington,cedar works,,,,,10.0
henry jones,henry.jones15@mail.com,+1 (555) 517-8207,delaware,53149,2024/02/19,,54,active,annapolis,bright labs,1,old import,,,273.0
henry smith,henry.smith69@example.com,+1 (555) 949-2322,maryland,11342,2023-04-14,"5,554",unknown,active,baltimore,cedar works,false,,,,248.0
david johnson,david.johnson48@mail.com,+1 (555) 308-5176,delaware,11491,03/21/2023,,22,pending,baltimore,,,old import,,,23.0
isla ​thomas,isla.thomas72@demo.org,+1 (555) 207-1202,pa,36151,09/19/2024,525,unknown,,washington,acme co,yes,,,,29.0
mia jones,mia.jones69@example.com,,md,4271,,384,23,pending,washington,bright labs,true,,,,464.0
victor thomas,victor.thomas65@mail.com,+1 (555) 692-4567,md,49669,10/03/2024,722,unknown,n/a,newark,,true,,,,142.0
zoe wilson,zoe.wilson24@example.com,+1 (555) 996-8614,virginia,3652,07/07/2024,190,44,inactive,annapolis,blue rocket,1,old import,,,451.0
,,+1 (555) 800-2504,va,80049-7397,07-27-2024,,75,active,washington,,y,delete me,,,437.0
frank williams,frank.williams98@mail.com,+1 (555) 103-6852,md,16830,01/30/2025,772,55,,towson,none,0,,,,234.0
,olivia.garcia96@mail.com,+1 (555) 977-6938,dc,42922,2025/06/06,,74,n/a,newark,blue rocket,true,,,,376.0
olivia anderson,olivia.anderson48@example.com,+1 (555) 613-3230,md,51154,04/24/2023,$321.00,,inactive,richmond,blue rocket,,,,,139.0
xavier miller,xavier.miller19@example.com,+1 (555) 846-3719,pa,85361,04-30-2023,,unknown,inactive,columbia,acme co,0,,,,42.0
quinn rodriguez,quinn.rodriguez57@example.com,+1 (555) 426-2875,md,98727,2023/08/16,27,32,active,richmond,north star,no,,,,370.0
isla garcia,isla.garcia73@sample.net,+1 (555) 870-6890,de,72118-9165,"mar 04, 2023",$968.00,unknown,pending,baltimore,north star,n,,,,405.0
,mia.williams73@mail.com,+1 (555) 324-1724,dc,15416-1298,2023-04-17,,50,,annapolis,unk​nown,true,delete me,,,99.0
emma anderson,emma.anderson54@example.com,+1 (555) 788-9183,md,57611,"nov 02, 2024",$633.00,,inactive,washington,unknown,1,old import,,,448.0
ruby jackson,ruby.jackson3@mail.com,+1 (555) 476-4360,dc,3669,05-26-2025,$336.00,unknown,n/a,harrisburg,,no,delete me,,,367.0
yara thomas,yara.thomas91@example.com,+1 (555) 835-6099,md,62294,10/05/2024,"3,030",,pending,towson,,yes,,,,60.0
uma smith,uma.smith95@mail.com,+1 (555) 972-3852,dc,30040,04-04-2025,"1,557",,active,towson,north star,yes,delete me,,,217.0
ruby jackson,ruby.jackson77@example.com,+1 (555) 495-4603,,67010,2025-02-13,$639.00,,n/a,columbia,blue rocket,yes,,,,280.0
katie moore,katie.moore55@sample.net,+1 (555) 875-3367,va,54381-6999,2025/03/08,,,,newark,,yes,,,,39.0
frank brown,frank.brown66@sample.net,+1 (555) 906-1045,va,,2025-05-12,$20.00,,,towson,bright labs,no,old import,,,56.0
isla ​davis,,+1 (555) 282-7131,maryland,49850,05-06-2025,450,,,richmond,north star,0,temp,,,435.0
emma johnson,emma.johnson51@example.com,+1 (555) 604-7121,de,60269,"jun 23, 2024",111,unknown,,richmond,acme co,0,delete me,,,153.0
peter williams,peter.williams92@sample.net,+1 (555) 797-6778,de,73625-8302,2025-02-21,,,inactive,richmond,,true,temp,,,446.0
tina williams,tina.williams52@example.com,+1 (555) 626-7901,md,33105,07-30-2024,,unknown,pending,towson,none,1,temp,x,,65.0
victor​ smith,victor.smith53@example.com,+1 (555) 776-1327,dc,99593,2023/11/01,$561.00,,,annapolis,acme co,false,,,,324.0
noah davis,noah.davis90@mail.com,+1 (555) 171-3114,va,69203-3617,"jan 09, 2024",817,65,inactive,baltimore,unk​nown,yes,temp,,,286.0
henry garcia,henry.garcia70@mail.com,+1 (555) 965-6528,de,5341,11/28/2023,,,,washington,cedar works,1,old import,,,482.0
bob smith,bob.smith13@demo.org,+1 (555) 492-8350,md,68087,"oct 26, 2023","8,288",69,pending,annapolis,,no,old import,,,498.0
uma martinez,uma.martinez84@sample.net,+1 (555) 954-3997,delaware,42939-2199,2024/03/14,788,unknown,pending,newark,,yes,delete me,,,202.0
peter smith,peter.smith85@example.com,+1 (555) 842-3602,md,7099,04-30-2024,164,18,,harrisburg,bright labs,y,,x,,6.0
noah smith,noah.smith69@demo.org,+1 (555) 201-7709,delaware,85242-4083,"may 13, 2024",,65,active,washington,acme co,n,,,,55.0
carol jones,carol.jones87@example.com,+1 (555) 194-7982,de,80705,12-27-2024,"3,931",54,inactive,newark,blue rocket,y,temp,,,341.0
henry miller,henry.miller55@mail.com,,pennsylvania,69256,01-26-2025,"5,283",35,pending,newark,unknown,no,delete me,,,428.0
sam jones,,+1 (555) 370-7781,virginia,34852,2023-06-16,,46,active,towson,blue rocket,yes,old import,,,390.0
victor​ garcia,,+1 (555) 155-8574,va,77972-1466,"dec 11, 2023",,,unknown,richmond,blue rocket,1,,,,440.0
alice johnson,alice.johnson61@sample.net,+1 (555) 162-2938,pa,41336,02/01/2025,581,,active,harrisburg,unknown,no,old import,,,105.0
jack thomas,jack.thomas11@demo.org,+1 (555) 481-9872,pa,72198-7730,"oct 02, 2024",46,69,inactive,washington,cedar​ works,no,delete me,,,20.0
yara martinez,yara.martinez99@example.com,+1 (555) 986-3246,maryland,88925-2643,"jun 19, 2024",$333.00,,active,annapolis,acm​e co,yes,,,,484.0
carol jackson,carol.jackson46@example.com,+1 (555) 339-8551,dc,89344,"may 13, 2025",,,,annapolis,cedar works,no,temp,,,33.0
bob martinez,bob.martinez61@mail.com,+1 (555) 214-2537,va,10771-4202,2025/02/28,$42.00,29,active,rockville,acme co,yes,,,,193.0
bob wilson,bob.wilson75@demo.org,,maryland,80007-5934,07-29-2023,$853.00,77,active,columbia,acme co,false,delete me,,,28.0
carol brown,carol.brown43@example.com,+1 (555) 825-9515,delaware,65839,"mar 16, 2023",552,,active,washington,cedar​ works,false,delete me,,,463.0
xavier garcia,,+1 (555) 207-8712,va,73086,"jan 13, 2023",739,77,active,harrisburg,acme co,0,,,,46.0
will ​miller,will.miller49@demo.org,+1 (555) 394-8831,md,43287,01-26-2023,$554.00,45,n/a,annapolis,none,true,temp,,,158.0
yara moore,yara.moore48@mail.com,+1 (555) 748-5330,dc,59993,05/20/2024,,,pending,richmond,unk​nown,y,temp,,,439.0
henry brown,,,pennsylvania,28097,2024-09-07,"8,779",31,,newark,none,,temp,,,48.0
liam jackson,liam.jackson8@demo.org,+1 (555) 990-9316,de,7124,2023/05/14,,,inactive,richmond,,y,,,,194.0
sam jones,sam.jones82@demo.org,+1 (555) 594-6922,maryland,4235,2024-08-25,,46,inactive,harrisburg,bright labs,yes,,,,382.0
emma taylor,emma.taylor21@demo.org,+1 (555) 579-5029,md,58090,2023/09/03,518,unknown,,harrisburg,bright labs,no,temp,,,86.0
xavier moore,xavier.moore45@mail.com,+1 (555) 853-3676,pa,79815,2023-09-20,,,inactive,towson,north star,false,delete me,,,285.0
victor rodriguez,victor.rodriguez44@demo.org,+1 (555) 562-8688,,69058,2025/04/16,,,active,baltimore,acm​e co,true,,,,226.0
yara jackson,yara.jackson15@demo.org,+1 (555) 773-4761,va,57875,05-30-2024,$53.00,,pending,rockville,acme co,true,delete me,?,,239.0
sam williams,sam.williams65@example.com,+1 (555) 342-1773,de,3793,2023/03/31,"2,939",,unknown,harrisburg,blue rocket,yes,,,,67.0
uma williams,uma.williams25@example.com,+1 (555) 442-3925,va,2994,03-17-2023,283,53,inactive,newark,cedar works,true,,,,443.0
grace anderson,grace.anderson66@example.com,+1 (555) 157-5136,md,,03-06-2024,"2,229",,inactive,richmond,north star,true,,,,36.0
bob thomas,bob.thomas76@example.com,+1 (555) 720-1465,pa,30644,2025-04-03,,unknown,unknown,towson,cedar works,no,delete me,,,471.0
ruby garcia,ruby.garcia64@example.com,+1 (555) 648-4292,pa,36918,2024/07/30,343,75,inactive,harrisburg,north star,true,temp,,,371.0
alice garcia,alice.garcia54@sample.net,+1 (555) 802-3587,va,51838-8357,02/17/2024,,53,pending,newark,north star,n,delete me,,,173.0
,yara.taylor71@example.com,+1 (555) 602-2753,pa,,04/13/2025,$635.00,,unknown,richmond,cedar works,no,,,,115.0
katie martinez,katie.martinez98@demo.org,+1 (555) 345-6579,pa,61759,2023/08/04,$481.00,72,,newark,,,temp,,,305.0
isla jones,isla.jones25@sample.net,+1 (555) 205-3273,de,1015,,,67,active,washington,no​ne,1,old import,,,175.0
henry thomas,henry.thomas38@demo.org,+1 (555) 778-4047,maryland,47474,11-28-2023,,18,pending,richmond,bright labs,1,,,,276.0
uma garcia,uma.garcia97@example.com,+1 (555) 662-1788,md,25993,2023-02-20,$786.00,41,,rockville,none,true,,,,462.0
peter​ jones,peter.jones51@demo.org,+1 (555) 696-8540,md,80451,"nov 22, 2023",,27,active,columbia,acme co,no,old import,x,,191.0
mia rodriguez,,+1 (555) 691-6975,md,,"oct 18, 2024",,,inactive,newark,acm​e co,y,old import,,,24.0
,carol.jackson10@sample.net,,va,94353,2024/05/25,,,active,newark,unknown,n,temp,,,106.0
peter anderson,peter.anderson85@mail.com,,de,65938,10-16-2023,,unknown,,baltimore,none,0,,,,303.0
will jones,will.jones12@example.com,+1 (555) 503-4820,dc,6625,04/24/2024,237,,active,annapolis,cedar works,y,temp,,,278.0
quinn w​illiams,quinn.williams18@example.com,+1 (555) 162-9414,dc,56047-6689,,"6,185",45,pending,washington,,1,old import,,,201.0
bob williams,,+1 (555) 524-1744,pa,88360,,,,active,newark,acme co,yes,delete me,,,72.0
peter thomas,peter.thomas78@demo.org,+1 (555) 347-9234,md,5000,09/29/2023,$401.00,unknown,active,annapolis,n​/a,no,,,,265.0
henry moore,henry.moore27@example.com,+1 (555) 355-2434,pa,38425,11/13/2023,,50,,annapolis,,false,delete me,,,422.0
ruby brown,,+1 (555) 769-8548,pa,21787,2025/02/24,,75,unknown,richmond,unknown,no,,,,331.0
uma brown,uma.brown63@example.com,+1 (555) 537-5839,va,75595,2023-03-05,977,,,annapolis,blue rocket,false,,,,205.0
grace wilson,grace.wilson81@demo.org,+1 (555) 990-7545,pennsylvania,38255-4456,11-10-2024,,unknown,inactive,harrisburg,acme co,1,temp,,,433.0
jack rodriguez,jack.rodriguez58@demo.org,+1 (555) 809-4491,district of columbia,25332,2024/05/19,$500.00,49,n/a,washington,bright labs,y,old import,,,38.0
liam rodriguez,liam.rodriguez71@demo.org,+1 (555) 519-3343,,43379,2024-11-10,93,,pending,columbia,,,,,,77.0
will wilson,will.wilson51@demo.org,+1 (555) 681-1710,delaware,6134,"oct 10, 2023","9,610",,active,newark,none,n,,,,243.0
david thomas,david.thomas30@sample.net,,pennsylvania,3199,2024-05-09,$530.00,,active,baltimore,north star,no,temp,?,,47.0
mia brown,mia.brown42@sample.net,,va,63464,2023-05-27,"6,375",,pending,harrisburg,unknown,1,temp,,,257.0
victor johnson,victor.johnson24@mail.com,+1 (555) 542-6313,va,86946-3005,01/22/2025,,20,active,annapolis,cedar works,1,temp,,,131.0
zoe anderson,zoe.anderson76@example.com,+1 (555) 608-2761,maryland,47362,2023/02/08,,19,pending,annapolis,north star,1,delete me,,,481.0
henry martinez,henry.martinez73@demo.org,+1 (555) 105-9127,virginia,58810-8580,10-04-2024,,,active,annapolis,cedar works,0,delete me,,,229.0
david ​jackson,david.jackson59@demo.org,+1 (555) 572-3522,delaware,17958,11-02-2023,,unknown,active,washington,​,,,,,459.0
ruby johnson,,+1 (555) 779-8731,md,86348-8492,2023/09/22,438,19,inactive,annapolis,unknown,1,,,,112.0
will jackson,will.jackson33@demo.org,+1 (555) 245-5254,va,90531-8273,12-22-2023,,78,inactive,towson,blue ​rocket,no,delete me,,,297.0
carol davis,carol.davis1@example.com,+1 (555) 566-4222,de,76910-6007,2023-08-18,,unknown,active,washington,,0,,,,141.0
mia thomas,mia.thomas56@sample.net,+1 (555) 953-2378,dc,36549-5090,"nov 06, 2023",,,pending,washington,blue rocket,1,delete me,,,292.0
noah rodriguez,noah.rodriguez29@sample.net,+1 (555) 541-2132,md,4448,05-15-2024,,,n/a,columbia,,y,temp,,,132.0
will anderson,will.anderson51@sample.net,+1 (555) 574-1141,pennsylvania,7389,2024-09-13,276,74,inactive,washington,cedar works,1,,,,380.0
noah a​nderson,,+1 (555) 762-8224,de,72290-7541,"feb 20, 2024",,23,inactive,towson,n/a,true,,,,344.0
bob williams,bob.williams21@example.com,+1 (555) 857-7798,virginia,68186,"nov 26, 2023",,,active,columbia,,0,delete me,,,146.0
emma johnson,emma.johnson81@mail.com,+1 (555) 633-2837,delaware,55939-9479,"sep 21, 2023","8,708",52,active,washington,none,true,old import,,,312.0
uma jones,uma.jones7@mail.com,+1 (555) 223-2475,pa,88436,03-13-2024,,,pending,richmond,bright labs,no,delete me,,,450.0
emma martinez,emma.martinez96@example.com,+1 (555) 658-3896,dc,37789,07/18/2024,"6,993",,inactive,columbia,,true,delete me,,,150.0
will jackson,,+1 (555) 306-1615,md,34706-2069,"jun 14, 2024","8,287",,unknown,richmond,north star,yes,delete me,,,485.0
frank anderson,frank.anderson65@demo.org,+1 (555) 671-6349,dc,76562,2024-09-22,,27,active,washington,no​ne,no,,,,444.0
katie smith,,+1 (555) 836-6084,va,56693,05-01-2025,,unknown,active,baltimore,north star,no,,,,64.0
yara wilson,yara.wilson23@example.com,+1 (555) 328-4844,maryland,35195,08-25-2023,,46,active,richmond,,0,delete me,,,489.0
tina jones,tina.jones29@demo.org,+1 (555) 381-3557,pa,84985,05/22/2023,"5,245",40,pending,baltimore,,1,old import,,,477.0
katie jones,katie.jones75@example.com,+1 (555) 328-2013,md,1610,2024-07-07,$320.00,,unknown,richmond,n​/a,no,,,,1.0
tina moore,tina.moore39@mail.com,+1 (555) 218-9094,md,22653-1439,09-05-2023,$182.00,56,active,rockville,bright labs,,temp,,,329.0
tina johnson,tina.johnson1@example.com,+1 (555) 108-5969,de,51883,02/06/2024,258,,pending,harrisburg,,y,,,,21.0
ruby davis,,+1 (555) 577-9312,delaware,72274,"jan 10, 2025",734,69,inactive,newark,blue rocket,,,,,247.0
zoe rodriguez,zoe.rodriguez89@example.com,+1 (555) 648-1591,de,44381-4074,"mar 04, 2024","5,472",,inactive,baltimore,unknown,n,temp,,,352.0
bob davis,,+1 (555) 433-3024,delaware,80098,2023/12/11,,unknown,n/a,annapolis,cedar works,no,,,,315.0
victor rodriguez,victor.rodriguez6@demo.org,+1 (555) 158-9290,de,1553,06/29/2023,$529.00,unknown,inactive,towson,cedar works,no,delete me,,,166.0
liam jackson,liam.jackson38@mail.com,+1 (555) 289-9826,delaware,89267,03/30/2024,"8,109",51,unknown,washington,cedar works,n,temp,,,254.0
quinn anderson,quinn.anderson83@demo.org,+1 (555) 793-3091,virginia,34651,10/08/2024,838,22,active,harrisburg,brigh​t labs,false,,,,152.0
tina davis,tina.davis17@example.com,+1 (555) 521-4013,dc,92207,2023/04/05,,unknown,active,newark,acme co,false,temp,,,206.0
yara ​davis,yara.davis62@demo.org,+1 (555) 492-6885,de,35243-1624,2023-11-28,"8,563",,,rockville,blue rocket,no,,,,25.0
victor johnson,victor.johnson74@example.com,+1 (555) 723-2480,,61801,,583,,n/a,richmond,none,,,,,168.0
yara jackson,yara.jackson77@example.com,+1 (555) 967-6531,delaware,1864,04-04-2024,,,active,washington,unknown,true,,,,457.0
tina taylor,tina.taylor23@mail.com,+1 (555) 843-5048,pa,94572,04-19-2024,$444.00,unknown,inactive,washington,bright labs,y,temp,,,425.0
noah rodriguez,noah.rodriguez46@demo.org,+1 (555) 575-7334,md,85385,2024-11-15,,,inactive,rockville,unknown,0,temp,?,,327.0
,uma.davis28@mail.com,+1 (555) 530-9280,dc,55496-4064,"nov 04, 2024",$622.00,20,active,harrisburg,,0,old import,,,204.0
uma anderson,uma.anderson6@demo.org,+1 (555) 409-6867,delaware,75991,12/23/2023,663,29,unknown,columbia,,n,temp,,,379.0
bob thomas,bob.thomas47@mail.com,+1 (555) 266-7405,,23597,2023-12-27,,,unknown,richmond,none,true,delete me,,,90.0
carol martinez,carol.martinez12@mail.com,+1 (555) 577-4944,pa,87795,2024-04-08,,50,active,rockville,unk​nown,1,temp,,,491.0
jack jones,jack.jones46@sample.net,+1 (555) 824-6199,pa,43019,05/27/2024,513,unknown,pending,richmond,n/a,no,delete me,,,445.0
xavier williams,xavier.williams25@demo.org,+1 (555) 623-9062,de,35218,08-20-2023,,60,,richmond,,n,temp,,,107.0
noah miller,noah.miller31@demo.org,+1 (555) 880-1183,va,58836-2476,"mar 31, 2024","6,213",,pending,columbia,unknown,yes,,,,454.0
quinn rodriguez,quinn.rodriguez16@demo.org,+1 (555) 106-1760,virginia,96247-9205,"sep 18, 2024",636,unknown,unknown,annapolis,n/a,y,delete me,,,40.0
xavier​ thomas,xavier.thomas82@example.com,+1 (555) 404-7703,de,88111,2024/10/30,757,,pending,towson,unknown,,old import,,,334.0
frank anderson,,+1 (555) 220-2925,pennsylvania,59676,2024-12-31,,76,active,baltimore,unknown,no,,,,488.0
isla moore,,+1 (555) 643-1795,district of columbia,78347,"oct 06, 2024",,54,pending,rockville,,n,delete me,,,27.0
grace brown,grace.brown4@sample.net,+1 (555) 847-3403,maryland,24610-6930,05/04/2024,,unknown,inactive,harrisburg,,no,delete me,,,301.0
grace miller,grace.miller71@mail.com,+1 (555) 405-6812,md,53399,07/21/2024,784,65,pending,washington,unknown,no,delete me,,,300.0
henry garcia,henry.garcia97@example.com,+1 (555) 749-6714,pennsylvania,58207,11/04/2023,792,53,,columbia,none,,,,,256.0
,,+1 (555) 435-1647,va,44795,"mar 24, 2023",,42,unknown,columbia,cedar works,no,delete me,,,441.0
peter johnson,peter.johnson82@example.com,+1 (555) 890-9130,de,16917,"mar 21, 2024",,52,active,richmond,,no,temp,,,88.0
alice smith,alice.smith62@example.com,+1 (555) 712-1373,virginia,57039,2023-11-12,,,n/a,newark,blue rocket,y,delete me,,,473.0
peter johnson,peter.johnson44@sample.net,+1 (555) 931-8788,pennsylvania,5396,2024/04/22,"6,090",unknown,pending,newark,cedar​ works,,old import,,,89.0
zoe jones,zoe.jones40@example.com,+1 (555) 873-6637,pa,91259-5309,01/05/2023,983,60,,harrisburg,acme co,yes,delete me,,,182.0
uma williams,uma.williams8@sample.net,+1 (555) 684-1543,dc,52141-3879,,,38,pending,washington,,y,delete me,x,,316.0
,,,dc,78031-7835,2024/10/27,473,unknown,pending,columbia,acme co,no,,,,218.0
carol davis,carol.davis17@example.com,+1 (555) 353-4054,va,70084,07-01-2023,,70,pending,newark,unknown,,delete me,,,427.0
noah moore,noah.moore96@example.com,+1 (555) 547-1350,pa,46020,12/15/2023,,,pending,baltimore,blue rocket,no,,,,148.0
ruby moore,ruby.moore26@demo.org,+1 (555) 712-4038,pennsylvania,92363,2025/06/11,"9,297",43,inactive,newark,blue rocket,false,,,,134.0
will wilson,will.wilson50@demo.org,+1 (555) 384-3243,pennsylvania,57024,06/04/2023,,,active,annapolis,blue rocket,y,,,,3.0
katie taylor,katie.taylor68@sample.net,+1 (555) 528-8330,de,56920,"may 13, 2023",,43,pending,baltimore,blue rocket,false,temp,,,307.0
alice ​johnson,alice.johnson99@mail.com,+1 (555) 382-5122,md,58758,05/05/2023,"1,313",,unknown,newark,,false,old import,,,156.0
david miller,david.miller4@demo.org,+1 (555) 837-9732,md,95180-6260,"nov 04, 2023",762,,inactive,baltimore,blue ​rocket,0,delete me,,,333.0
alice martinez,alice.martinez5@demo.org,+1 (555) 117-7239,md,89410,2025/01/16,"6,892",unknown,inactive,rockville,,n,delete me,,,470.0
emma miller,emma.miller12@mail.com,,delaware,25608,2025/05/08,$876.00,,active,columbia,cedar works,1,delete me,,,287.0
,carol.davis30@mail.com,+1 (555) 353-4043,pennsylvania,85796-2061,2023/09/09,,20,n/a,washington,cedar works,no,,,,22.0
jack taylor,jack.taylor52@mail.com,+1 (555) 590-8664,va,88515,02/01/2024,,78,inactive,towson,none,false,temp,,,137.0
david martinez,david.martinez36@sample.net,+1 (555) 497-9534,de,77611-9331,"aug 16, 2024","2,850",62,pending,annapolis,brigh​t labs,yes,,,,192.0
katie martinez,,+1 (555) 755-7712,delaware,61879,"jan 09, 2025",881,,inactive,richmond,,,,,,410.0
isla davis,isla.davis54@mail.com,+1 (555) 895-4000,,32589-2971,2023/11/30,548,74,inactive,washington,none,no,,,,7.0
liam ​garcia,liam.garcia20@mail.com,+1 (555) 313-5870,pa,98513-5272,2024/03/26,,31,active,rockville,blue rocket,,old import,,,59.0
katie r​odriguez,katie.rodriguez82@sample.net,+1 (555) 517-8060,pennsylvania,6050,2025/05/22,386,unknown,pending,columbia,unknown,true,old import,,,80.0
peter jackson,peter.jackson46@sample.net,+1 (555) 675-2440,dc,3559,2023/02/08,426,,,columbia,,n,old import,,,267.0
liam davis,liam.davis64@example.com,+1 (555) 127-2850,delaware,95627,11-20-2024,560,,active,washington,,true,,,,447.0
uma johnson,uma.johnson53@mail.com,+1 (555) 749-8837,dc,10775,2024/01/15,353,53,,washington,,no,delete me,,,79.0
yara rodriguez,yara.rodriguez1@sample.net,+1 (555) 549-3986,dc,13201,11/06/2023,$758.00,unknown,active,harrisburg,blue ​rocket,true,,,,75.0
bob williams,bob.williams61@mail.com,+1 (555) 844-8663,va,51203-8920,01/22/2023,$902.00,60,inactive,washington,blue rocket,true,,,,69.0
victor moore,victor.moore9@example.com,+1 (555) 807-9010,pa,63837,06/25/2023,,55,pending,rockville,acme co,0,old import,,,449.0
grace moore,grace.moore59@mail.com,+1 (555) 919-7346,maryland,95000,,$107.00,73,inactive,newark,unknown,0,,,,304.0
grace taylor,grace.taylor99@example.com,+1 (555) 233-8739,pa,76484,2025/05/23,$116.00,32,pending,baltimore,bright labs,1,,,,340.0
xavier​ smith,xavier.smith69@demo.org,+1 (555) 142-4970,maryland,66158,2023-01-23,,,inactive,annapolis,north star,0,old import,,,360.0
uma m​iller,uma.miller68@example.com,+1 (555) 147-5717,district of columbia,50821-6770,08/04/2024,"9,573",unknown,active,annapolis,none,,old import,,,387.0
victor garcia,victor.garcia25@mail.com,+1 (555) 216-6260,md,34696-4796,07/24/2023,243,,unknown,columbia,cedar works,0,delete me,,,136.0
peter rodriguez,peter.rodriguez28@mail.com,+1 (555) 371-4475,delaware,52774,2024-05-24,,,active,newark,none,false,temp,,,466.0
katie thomas,katie.thomas39@mail.com,+1 (555) 343-9922,pa,64721-8237,"sep 03, 2023",$446.00,,active,towson,blue rocket,false,delete me,,,294.0
henry martinez,henry.martinez40@sample.net,+1 (555) 798-3396,dc,28539,"mar 07, 2024",$867.00,,unknown,columbia,acme co,no,,,,357.0
olivia thomas,olivia.thomas31@example.com,+1 (555) 968-1344,dc,73591,09-30-2023,,,,washington,blue rocket,true,temp,,,151.0
tina jackson,tina.jackson53@sample.net,,de,51110-4294,05-26-2023,737,,active,rockville,,n,delete me,,,476.0
henry wilson,,+1 (555) 296-2510,pennsylvania,83981,05-20-2024,,23,pending,newark,cedar works,0,delete me,,,44.0
henry jones,henry.jones46@mail.com,+1 (555) 995-4885,va,86430-4448,07-03-2023,,unknown,,richmond,unknown,true,,,,272.0
zoe davis,zoe.davis5@example.com,+1 (555) 472-4265,maryland,60311-4370,2023-02-04,"2,844",24,active,rockville,acm​e co,,temp,,,31.0
will martinez,will.martinez43@mail.com,+1 (555) 753-7016,md,21365,2025-03-03,$435.00,,active,newark,cedar works,no,,,,163.0
zoe rodriguez,zoe.rodriguez69@mail.com,+1 (555) 428-2369,maryland,90349-6106,09-17-2024,$964.00,65,,columbia,north star,n,old import,,,469.0
quinn wilson,quinn.wilson97@sample.net,+1 (555) 566-8599,md,44270,06/26/2023,"2,027",48,inactive,columbia,unknown,false,old import,,,406.0
liam jackson,liam.jackson70@mail.com,+1 (555) 773-7208,virginia,45013,06-02-2023,$725.00,55,active,towson,none,false,temp,,,197.0
will m​artinez,will.martinez20@demo.org,+1 (555) 532-3576,dc,1554,08/08/2024,,40,,richmond,unknown,1,,,,43.0
noah miller,,+1 (555) 957-2243,de,58747,2024/01/27,,unknown,,harrisburg,blue rocket,0,,,,394.0
bob davis,bob.davis34@demo.org,,de,18412,04-03-2023,331,,pending,rockville,blue ​rocket,y,,,,45.0
uma jones,,+1 (555) 969-7798,dc,33917,04/25/2024,,19,pending,columbia,no​ne,y,old import,,,373.0
victor​ garcia,victor.garcia28@demo.org,+1 (555) 322-1949,de,,2024/02/28,$355.00,,n/a,rockville,n/a,,old import,,,266.0
olivia​ taylor,olivia.taylor86@mail.com,,md,62824,"jul 10, 2023","8,968",69,,columbia,,,,,,160.0
katie johnson,katie.johnson18@mail.com,+1 (555) 653-3423,va,79459,08/09/2023,$79.00,,active,baltimore,bright labs,yes,temp,,,76.0
isla jones,isla.jones14@demo.org,+1 (555) 827-5435,delaware,61491-4926,2024-10-04,$543.00,unknown,n/a,rockville,none,true,temp,,,384.0
emma thomas,emma.thomas84@example.com,+1 (555) 922-1498,de,46177-4546,2024-04-24,"1,821",63,inactive,towson,blue rocket,1,,,,119.0
grace jones,,+1 (555) 548-9253,va,76138-3908,2024-08-06,,20,active,columbia,cedar works,y,delete me,,,246.0
noah wilson,,+1 (555) 124-1628,pa,38065,12/30/2024,$972.00,,inactive,towson,,yes,,,,288.0
jack ​wilson,jack.wilson63@sample.net,+1 (555) 466-6053,pa,2102,2023-10-25,"2,407",20,,columbia,north star,yes,delete me,,,497.0
zoe davis,zoe.davis46@sample.net,+1 (555) 102-5607,pennsylvania,73559,"nov 07, 2023",$92.00,,unknown,rockville,blue rocket,0,delete me,,,37.0
grace​ brown,grace.brown37@example.com,+1 (555) 827-9728,,33493,2024/08/22,984,unknown,active,baltimore,bright labs,no,old import,,,129.0
ruby ​taylor,ruby.taylor93@mail.com,+1 (555) 708-7214,dc,16033,01-02-2024,,,active,newark,n​/a,no,,,,261.0
xavier taylor,xavier.taylor37@sample.net,+1 (555) 688-1076,virginia,19350-5009,06-05-2025,802,36,n/a,rockville,​,false,old import,,,49.0
quinn thomas,,+1 (555) 140-3974,district of columbia,98601,"aug 07, 2024",722,62,pending,newark,bright labs,yes,,,,9.0
grace brown,grace.brown98@example.com,+1 (555) 404-7298,dc,81450,2023/12/19,440,51,,washington,n​/a,y,delete me,,,165.0
frank​ davis,frank.davis60@mail.com,+1 (555) 321-9896,de,36066-7719,03-22-2024,322,,pending,baltimore,bright labs,yes,old import,,,120.0
noah thomas,noah.thomas92@example.com,+1 (555) 990-8260,va,58130,02-27-2025,,,active,baltimore,,no,temp,,,249.0
will anderson,will.anderson89@mail.com,+1 (555) 669-9126,dc,89780-1697,"oct 07, 2023","3,810",,pending,harrisburg,acme co,0,,,,224.0
sam brown,sam.brown28@mail.com,+1 (555) 876-7684,delaware,82724,07/22/2024,$347.00,46,pending,annapolis,bright labs,,old import,,,167.0
