full_name,email_address,phone_number,state_name,zip_code,signup_date,purchase_amount,age_years,status,customer_city,company_name,subscribed,junk_notes,mostly_empty,empty_col,row_id
  ZOE RODRIGUEZ  ,zoe.rodriguez28@demo.org,1-555-557-8993,PA,21819,"Apr 11, 2023",204,70,,Annapolis,Bright Labs,no,old import,x,,299
liam johnson,liam.johnson66@sample.net, 555 463 4077 ,Pennsylvania,8813,07/12/2023, $654.00 ,,INACTIVE,richmond,   ,TRUE,,,,236
alice jackson,alice.jackson49@mail.com,1-555-780-4657,Pennsylvania,72033,2023-05-26,N/A, 51 ,pending,Newark, ​  ,no,temp,,,78
  Mia Garcia  ,mia.garcia44@sample.net,1-555-899-4866,md,55512,"Dec 24, 2024", $499.00 ,unknown,Active,washington,BLUE ROCKET,,,,,62
alice jackson, ALICE.JACKSON49@DEMO.ORG ,555-703-2251,dc,1632,10/12/2024,N/A,,PENDING,Newark,  Acme Co ,yes,,,,15
ruby wilson,ruby.wilson82@demo.org, 555 797 9735 ,District of Columbia,69542,07/22/2024,N/A,,Active,RICHMOND,N/A,no,delete me,,,412
uma rodriguez, UMA.RODRIGUEZ46@DEMO.ORG ,555-184-6531,District of Columbia,24269,2024-11-03,"4,727",,PENDING,richmond,BRIGHT LABS,TRUE,temp,,,97
carol williams,carol.williams86@example.com,5557932540,District of Columbia,23292-5489,02-19-2025, $510.00 ,18,active, washington ,Blue Rocket,Yes,old import,,,100
  Uma Thomas  ,uma.thomas1@sample.net,,VA,34115-9784,2024-11-12,,,ACTIVE,ANNAPOLIS,  BLUE ROCKET ,Y,,,,268
  uma brown  ,uma.brown75@example.com,5558037138,Virginia,88306,10/16/2023,,unknown,unknown,ANNAPOLIS,  Cedar Works ,Yes,old import,,,434
noah thomas, NOAH.THOMAS62@SAMPLE.NET , 555 100 8525 ,dc,33260-2065,12-06-2024,140, 62 ,ACTIVE,RICHMOND,North Star,no,delete me,,,455
CAROL MARTINEZ,carol.martinez95@mail.com,,MD,26863,07/18/2023,415,unknown,PENDING,Newark,N/A,yes,,,,321
Katie Smith,, 555 373 1142 ,Maryland,74896,2024-04-01, $843.00 ,37,PENDING,TOWSON,   ,yes,delete me,,,210
  emma smith  ,emma.smith40@sample.net,555-226-5545,DC,31505-4173,10-26-2024, $845.00 ,unknown, n/a ,richmond,Unknown,1,old import,,,269
quinn miller,quinn.miller17@example.com,1-555-287-4145,VA,23403,,"7,314",, n/a ,NEWARK,N/A,0,temp,,,335
noah williams,noah.williams29@example.com,555.948.8897,dc,81260,"Sep 19, 2024",N/A, 76 ,,Rockville,Cedar Works,N,,,,296
David Martinez,,555-407-1247,Delaware,45383,12/18/2023,520,,ACTIVE,newark,   ,No,temp,,,228
  liam jones  ,liam.jones82@example.com,5558103940,va,46504-3310,"Feb 13, 2023",919, 62 ,pending, rockville ,NORTH STAR,1,delete me,,,372
tina smith,tina.smith73@mail.com,1-555-781-3098,Virginia,49851,"Feb 01, 2025",724,unknown,,BALTIMORE,BLUE ROCKET,no,,,,184
yara brown,yara.brown99@mail.com,555.323.1713,va,52466-6696,2023/05/07,N/A, 30 ,PENDING,rockville,none,false,,,,424
David ​Miller, DAVID.MILLER46@MAIL.COM ,(555) 296-3378,dc,42148,2023-03-21,,unknown,, rockville ,ACME CO,,,,,281
  Bob Jones  ,,(555) 412-4309,VA, 70846 ,12/16/2023,472,64,,columbia,  ACME CO ,Yes,,,,82
bob wilson, BOB.WILSON21@DEMO.ORG ,1-555-178-2765,Maryland, 45810 ,03/21/2023, $820.00 , 60 ,inactive,Harrisburg,Cedar Works,,old import,,,322
  noah jones  ,,555.893.3573,MD,,2024/01/12,N/A,unknown,INACTIVE,Rockville,Bright Labs,yes,,,,318
  frank davis  , FRANK.DAVIS11@SAMPLE.NET ,1-555-300-6472,Maryland,85130,12/27/2023,N/A, 26 ,INACTIVE,Washington,Blue Rocket,yes,temp,,,209
  victor martinez  ,victor.martinez62@mail.com,555.346.8231,pa,3658,2023-09-17,,unknown,inactive,Baltimore,BRIGHT LABS,1,old import,,,66
XAVIER BROWN,xavier.brown27@example.com,(555) 523-2869,Maryland, 24174 ,2023-12-26,N/A,,PENDING,ROCKVILLE,Unknown,Yes,old import,,,144
CAROL GARCIA,carol.garcia71@sample.net,1-555-396-8302,Pennsylvania,1238,,,unknown,ACTIVE,washington,  CEDAR WORKS ,,,,,10
  Henry Jones  ,henry.jones15@mail.com,555-517-8207,Delaware,53149,2024/02/19,, 54 ,ACTIVE,annapolis,BRIGHT LABS,1,old import,,,273
henry smith,henry.smith69@example.com,5559492322,Maryland,11342,2023-04-14,"5,554",unknown,ACTIVE,Baltimore,Cedar Works,false,,,,248
DAVID JOHNSON,david.johnson48@mail.com,5553085176,Delaware,11491,03/21/2023,,22,PENDING,BALTIMORE,   ,,old import,,,23
isla ​thomas,isla.thomas72@demo.org,1-555-207-1202,pa,36151,09/19/2024,525,unknown,,Washington,  ACME CO ,yes,,,,29
MIA JONES,mia.jones69@example.com,,md,4271,,384,23,pending,Washington,Bright Labs,TRUE,,,,464
VICTOR THOMAS,victor.thomas65@mail.com,555-692-4567,md,49669,10/03/2024,722,unknown, n/a , newark ,   ,TRUE,,,,142
Zoe Wilson,zoe.wilson24@example.com,555.996.8614,Virginia,3652,07/07/2024,190,44,INACTIVE,Annapolis,BLUE ROCKET,1,old import,,,451
,,5558002504,va,80049-7397,07-27-2024,N/A,75,active,washington,   ,Y,delete me,,,437
frank williams,frank.williams98@mail.com, 555 103 6852 ,MD,16830,01/30/2025,772,55,,Towson,none,0,,,,234
,,,,,,,,,,,,,,,
,olivia.garcia96@mail.com,1-555-977-6938,DC, 42922 ,2025/06/06,N/A, 74 , n/a ,newark,Blue Rocket,TRUE,,,,376
  Olivia Anderson  , OLIVIA.ANDERSON48@EXAMPLE.COM , 555 613 3230 ,MD,51154,04/24/2023, $321.00 ,,inactive,richmond,  Blue Rocket ,,,,,139
xavier miller,xavier.miller19@example.com,555.846.3719,PA,85361,04-30-2023,,unknown,INACTIVE, Columbia ,ACME CO,0,,,,42
Quinn Rodriguez, QUINN.RODRIGUEZ57@EXAMPLE.COM ,5554262875,md,98727,2023/08/16,27, 32 ,active, RICHMOND ,  NORTH STAR ,no,,,,370
ISLA GARCIA,isla.garcia73@sample.net,5558706890,de,72118-9165,"Mar 04, 2023", $968.00 ,unknown,pending,baltimore,NORTH STAR,N,,,,405
,mia.williams73@mail.com,1-555-324-1724,DC,15416-1298,2023-04-17,N/A,50,, Annapolis ,Unk​nown,TRUE,delete me,,,99
emma anderson,emma.anderson54@example.com,5557889183,MD,57611,"Nov 02, 2024", $633.00 ,,inactive,Washington,Unknown,1,old import,,,448
RUBY JACKSON,ruby.jackson3@mail.com,5554764360,dc,3669,05-26-2025, $336.00 ,unknown, n/a , Harrisburg ,   ,No,delete me,,,367
YARA THOMAS,yara.thomas91@example.com,5558356099,MD,62294,10/05/2024,"3,030",,PENDING,Towson,   ,yes,,,,60
  uma smith  ,uma.smith95@mail.com,5559723852,dc, 30040 ,04-04-2025,"1,557",,active,towson,  NORTH STAR ,yes,delete me,,,217
ruby jackson,ruby.jackson77@example.com,(555) 495-4603,,67010,2025-02-13, $639.00 ,, n/a ,columbia,  BLUE ROCKET ,Yes,,,,280
  Uma Thomas  ,uma.thomas1@sample.net,,VA,34115-9784,2024-11-12,,,ACTIVE,ANNAPOLIS,  BLUE ROCKET ,Y,,,,268
katie moore,katie.moore55@sample.net,5558753367,va,54381-6999,2025/03/08,,,,Newark,   ,yes,,,,39
  frank brown  ,frank.brown66@sample.net,555-906-1045,VA,,2025-05-12, $20.00 ,,, Towson ,BRIGHT LABS,No,old import,,,56
ISLA ​DAVIS,,5552827131,Maryland,49850,05-06-2025,450,,,RICHMOND,North Star,0,temp,,,435
  emma johnson  ,emma.johnson51@example.com,5556047121,de,60269,"Jun 23, 2024",111,unknown,,RICHMOND,ACME CO,0,delete me,,,153
  PETER WILLIAMS  ,peter.williams92@sample.net,555-797-6778,DE,73625-8302,2025-02-21,N/A,,INACTIVE,richmond,N/A,TRUE,temp,,,446
  TINA WILLIAMS  ,tina.williams52@example.com,555-626-7901,md,33105,07-30-2024,N/A,unknown,PENDING,Towson,none,1,temp,x,,65
  VICTOR​ SMITH  ,victor.smith53@example.com,1-555-776-1327,dc,99593,2023/11/01, $561.00 ,,,ANNAPOLIS,  ACME CO ,false,,,,324
  Noah Davis  ,noah.davis90@mail.com,1-555-171-3114,VA,69203-3617,"Jan 09, 2024",817, 65 ,INACTIVE, BALTIMORE ,Unk​nown,yes,temp,,,286
  henry garcia  ,henry.garcia70@mail.com,5559656528,DE,5341,11/28/2023,N/A,,,Washington,Cedar Works,1,old import,,,482
bob smith,bob.smith13@demo.org,5554928350,md,68087,"Oct 26, 2023","8,288",69,pending,ANNAPOLIS,   ,no,old import,,,498
Uma Martinez,uma.martinez84@sample.net,555.954.3997,Delaware,42939-2199,2024/03/14,788,unknown,pending, NEWARK ,   ,Yes,delete me,,,202
Peter Smith,peter.smith85@example.com,(555) 842-3602,md,7099,04-30-2024,164,18,,harrisburg,Bright Labs,Y,,x,,6
  NOAH SMITH  ,noah.smith69@demo.org,555-201-7709,Delaware,85242-4083,"May 13, 2024",N/A,65,Active,washington,Acme Co,N,,,,55
Carol Jones,carol.jones87@example.com,555.194.7982,de,80705,12-27-2024,"3,931", 54 ,INACTIVE,newark,BLUE ROCKET,Y,temp,,,341
,,,,,,,,,,,,,,,
HENRY MILLER, HENRY.MILLER55@MAIL.COM ,,Pennsylvania,69256,01-26-2025,"5,283", 35 ,pending,NEWARK,Unknown,No,delete me,,,428
sam jones,,555.370.7781,Virginia,34852,2023-06-16,N/A, 46 ,Active,towson,  Blue Rocket ,Yes,old import,,,390
  Victor​ Garcia  ,,5551558574,VA,77972-1466,"Dec 11, 2023",N/A,,unknown,richmond,  Blue Rocket ,1,,,,440
ALICE JOHNSON,alice.johnson61@sample.net,(555) 162-2938,PA, 41336 ,02/01/2025,581,,active, HARRISBURG ,Unknown,no,old import,,,105
jack thomas, JACK.THOMAS11@DEMO.ORG ,555.481.9872,PA,72198-7730,"Oct 02, 2024",46,69,INACTIVE,Washington,Cedar​ Works,no,delete me,,,20
yara martinez,yara.martinez99@example.com,1-555-986-3246,Maryland,88925-2643,"Jun 19, 2024", $333.00 ,,ACTIVE,annapolis,ACM​E CO,Yes,,,,484
carol jackson,carol.jackson46@example.com,(555) 339-8551,dc,89344,"May 13, 2025",,,,annapolis,CEDAR WORKS,no,temp,,,33
  bob martinez  ,bob.martinez61@mail.com,555-214-2537,VA,10771-4202,2025/02/28, $42.00 ,29,ACTIVE, ROCKVILLE ,  Acme Co ,Yes,,,,193
  bob wilson  ,bob.wilson75@demo.org,,Maryland,80007-5934,07-29-2023, $853.00 , 77 ,Active,columbia,  ACME CO ,false,delete me,,,28
  carol brown  ,carol.brown43@example.com,1-555-825-9515,Delaware, 65839 ,"Mar 16, 2023",552,,Active, washington ,  CEDAR​ WORKS ,false,delete me,,,463
XAVIER GARCIA,,555-207-8712,va,73086,"Jan 13, 2023",739, 77 ,ACTIVE, HARRISBURG ,Acme Co,0,,,,46
  will ​miller  ,will.miller49@demo.org,1-555-394-8831,MD,43287,01-26-2023, $554.00 ,45, n/a ,annapolis,none,TRUE,temp,,,158
yara moore,yara.moore48@mail.com, 555 748 5330 ,DC, 59993 ,05/20/2024,,,PENDING,RICHMOND,Unk​nown,Y,temp,,,439
Henry Brown,,,Pennsylvania,28097,2024-09-07,"8,779", 31 ,,newark,none,,temp,,,48
liam jackson,liam.jackson8@demo.org,555-990-9316,de,7124,2023/05/14,,,INACTIVE,RICHMOND,   ,Y,,,,194
sam jones,sam.jones82@demo.org,5555946922,Maryland,4235,2024-08-25,N/A,46,INACTIVE,harrisburg,  Bright Labs ,yes,,,,382
emma taylor, EMMA.TAYLOR21@DEMO.ORG ,(555) 579-5029,md,58090,2023/09/03,518,unknown,, HARRISBURG ,  Bright Labs ,no,temp,,,86
  Xavier Moore  , XAVIER.MOORE45@MAIL.COM , 555 853 3676 ,PA,79815,2023-09-20,N/A,,INACTIVE,TOWSON,  North Star ,false,delete me,,,285
victor rodriguez, VICTOR.RODRIGUEZ44@DEMO.ORG ,5555628688,,69058,2025/04/16,,,active,baltimore,  Acm​e Co ,TRUE,,,,226
yara jackson,yara.jackson15@demo.org, 555 773 4761 ,VA, 57875 ,05-30-2024, $53.00 ,,pending, ROCKVILLE ,ACME CO,TRUE,delete me,?,,239
sam williams,sam.williams65@example.com,555-342-1773,DE,3793,2023/03/31,"2,939",,unknown, Harrisburg ,Blue Rocket,yes,,,,67
uma williams,uma.williams25@example.com,555.442.3925,VA,2994,03-17-2023,283, 53 ,INACTIVE,newark,Cedar Works,TRUE,,,,443
GRACE ANDERSON,grace.anderson66@example.com,555-157-5136,md,,03-06-2024,"2,229",,inactive,richmond,NORTH STAR,TRUE,,,,36
bob thomas,bob.thomas76@example.com,5557201465,PA,30644,2025-04-03,N/A,unknown,unknown, towson ,CEDAR WORKS,No,delete me,,,471
  RUBY GARCIA  ,ruby.garcia64@example.com,555.648.4292,PA,36918,2024/07/30,343,75,inactive, harrisburg ,North Star,TRUE,temp,,,371
Alice Garcia, ALICE.GARCIA54@SAMPLE.NET ,555.802.3587,VA,51838-8357,02/17/2024,N/A, 53 ,PENDING, Newark ,  NORTH STAR ,N,delete me,,,173
, YARA.TAYLOR71@EXAMPLE.COM ,1-555-602-2753,pa,,04/13/2025, $635.00 ,,unknown,richmond,Cedar Works,no,,,,115
  KATIE MARTINEZ  , KATIE.MARTINEZ98@DEMO.ORG , 555 345 6579 ,pa,61759,2023/08/04, $481.00 , 72 ,,NEWARK,   ,,temp,,,305
  emma johnson  ,emma.johnson51@example.com,5556047121,de,60269,"Jun 23, 2024",111,unknown,,RICHMOND,ACME CO,0,delete me,,,153
isla jones, ISLA.JONES25@SAMPLE.NET , 555 205 3273 ,de,1015,,N/A, 67 ,Active,Washington,no​ne,1,old import,,,175
  HENRY THOMAS  ,henry.thomas38@demo.org,555-778-4047,Maryland,47474,11-28-2023,N/A, 18 ,PENDING,RICHMOND,Bright Labs,1,,,,276
alice jackson, ALICE.JACKSON39@SAMPLE.NET ,1-555-278-4977,,87446,2025-06-19,"3,409",73,INACTIVE,NEWARK,BRIGHT LABS,N,temp,,,290
Uma Garcia,uma.garcia97@example.com,5556621788,MD, 25993 ,2023-02-20, $786.00 ,41,,rockville,none,TRUE,,,,462
  PETER​ JONES  ,peter.jones51@demo.org,(555) 696-8540,MD,80451,"Nov 22, 2023",,27,Active,columbia,ACME CO,no,old import,x,,191
  Mia Rodriguez  ,,555.691.6975,MD,,"Oct 18, 2024",N/A,,INACTIVE,Newark,  ACM​E CO ,Y,old import,,,24
,carol.jackson10@sample.net,,VA,94353,2024/05/25,,,active,NEWARK,Unknown,N,temp,,,106
peter anderson,peter.anderson85@mail.com,,de,65938,10-16-2023,N/A,unknown,,Baltimore,none,0,,,,303
  WILL JONES  ,will.jones12@example.com, 555 503 4820 ,DC,6625,04/24/2024,237,,active,annapolis,  Cedar Works ,Y,temp,,,278
quinn w​illiams,quinn.williams18@example.com,(555) 162-9414,dc,56047-6689,,"6,185", 45 ,pending,washington,N/A,1,old import,,,201
BOB WILLIAMS,,5555241744,PA,88360,,,,Active,Newark,Acme Co,Yes,delete me,,,72
PETER THOMAS, PETER.THOMAS78@DEMO.ORG ,555.347.9234,md,5000,09/29/2023, $401.00 ,unknown,ACTIVE, ANNAPOLIS ,N​/A,No,,,,265
Henry Moore,henry.moore27@example.com,555-355-2434,PA, 38425 ,11/13/2023,N/A,50,,annapolis,   ,false,delete me,,,422
RUBY BROWN,,5557698548,pa,21787,2025/02/24,N/A, 75 ,unknown,richmond,Unknown,no,,,,331
uma brown,uma.brown63@example.com,555.537.5839,va,75595,2023-03-05,977,,,Annapolis,BLUE ROCKET,false,,,,205
  grace wilson  ,grace.wilson81@demo.org,555.990.7545,Pennsylvania,38255-4456,11-10-2024,N/A,unknown,INACTIVE,Harrisburg,ACME CO,1,temp,,,433
jack rodriguez,jack.rodriguez58@demo.org,1-555-809-4491,District of Columbia,25332,2024/05/19, $500.00 , 49 , n/a ,WASHINGTON,Bright Labs,Y,old import,,,38
LIAM RODRIGUEZ,liam.rodriguez71@demo.org, 555 519 3343 ,,43379,2024-11-10,93,,pending,COLUMBIA,N/A,,,,,77
Will Wilson,will.wilson51@demo.org,1-555-681-1710,Delaware,6134,"Oct 10, 2023","9,610",,ACTIVE,NEWARK,none,N,,,,243
david thomas, DAVID.THOMAS30@SAMPLE.NET ,,Pennsylvania,3199,2024-05-09, $530.00 ,,ACTIVE,BALTIMORE,  NORTH STAR ,No,temp,?,,47
mia brown, MIA.BROWN42@SAMPLE.NET ,,va,63464,2023-05-27,"6,375",,PENDING, HARRISBURG ,Unknown,1,temp,,,257
Victor Johnson, VICTOR.JOHNSON24@MAIL.COM ,5555426313,va,86946-3005,01/22/2025,N/A,20,ACTIVE, ANNAPOLIS ,CEDAR WORKS,1,temp,,,131
zoe anderson,zoe.anderson76@example.com,555.608.2761,Maryland, 47362 ,2023/02/08,,19,PENDING,Annapolis,  NORTH STAR ,1,delete me,,,481
  henry martinez  ,henry.martinez73@demo.org,(555) 105-9127,Virginia,58810-8580,10-04-2024,N/A,,ACTIVE,annapolis,Cedar Works,0,delete me,,,229
David ​Jackson, DAVID.JACKSON59@DEMO.ORG ,555.572.3522,Delaware,17958,11-02-2023,N/A,unknown,active,washington, ​  ,,,,,459
ruby johnson,,1-555-779-8731,md,86348-8492,2023/09/22,438,19,inactive,Annapolis,Unknown,1,,,,112
Will Jackson,will.jackson33@demo.org,555-245-5254,va,90531-8273,12-22-2023,N/A, 78 ,INACTIVE,TOWSON,Blue ​Rocket,No,delete me,,,297
carol davis,carol.davis1@example.com,(555) 566-4222,DE,76910-6007,2023-08-18,N/A,unknown,active,washington,N/A,0,,,,141
Mia Thomas,mia.thomas56@sample.net,555.953.2378,dc,36549-5090,"Nov 06, 2023",,,pending,WASHINGTON,Blue Rocket,1,delete me,,,292
  noah rodriguez  , NOAH.RODRIGUEZ29@SAMPLE.NET ,(555) 541-2132,md,4448,05-15-2024,,, n/a , Columbia ,   ,Y,temp,,,132
will anderson,will.anderson51@sample.net,555.574.1141,Pennsylvania,7389,2024-09-13,276, 74 ,INACTIVE, WASHINGTON ,  Cedar Works ,1,,,,380
noah a​nderson,,5557628224,de,72290-7541,"Feb 20, 2024",N/A, 23 ,INACTIVE,TOWSON,N/A,TRUE,,,,344
Bob Williams, BOB.WILLIAMS21@EXAMPLE.COM ,5558577798,Virginia,68186,"Nov 26, 2023",N/A,,ACTIVE,COLUMBIA,   ,0,delete me,,,146
Emma Johnson,emma.johnson81@mail.com, 555 633 2837 ,Delaware,55939-9479,"Sep 21, 2023","8,708",52,ACTIVE,WASHINGTON,none,TRUE,old import,,,312
Uma Jones,uma.jones7@mail.com,555-223-2475,pa,88436,03-13-2024,N/A,,pending,richmond,BRIGHT LABS,no,delete me,,,450
emma martinez,emma.martinez96@example.com,(555) 658-3896,DC,37789,07/18/2024,"6,993",,inactive,columbia,   ,TRUE,delete me,,,150
WILL JACKSON,,1-555-306-1615,md,34706-2069,"Jun 14, 2024","8,287",,unknown,Richmond,  North Star ,yes,delete me,,,485
Frank Anderson,frank.anderson65@demo.org,555.671.6349,dc,76562,2024-09-22,N/A, 27 ,Active, WASHINGTON ,no​ne,no,,,,444
  Katie Smith  ,, 555 836 6084 ,va,56693,05-01-2025,N/A,unknown,active, baltimore ,North Star,no,,,,64
YARA WILSON,yara.wilson23@example.com,555.328.4844,Maryland, 35195 ,08-25-2023,, 46 ,Active, RICHMOND ,   ,0,delete me,,,489
  TINA JONES  ,tina.jones29@demo.org, 555 381 3557 ,pa,84985,05/22/2023,"5,245",40,pending, BALTIMORE ,N/A,1,old import,,,477
  Katie Jones  ,katie.jones75@example.com,1-555-328-2013,md,1610,2024-07-07, $320.00 ,,unknown, RICHMOND ,N​/A,no,,,,1
  Tina Moore  ,tina.moore39@mail.com,1-555-218-9094,md,22653-1439,09-05-2023, $182.00 ,56,active,rockville,  Bright Labs ,,temp,,,329
Tina Johnson, TINA.JOHNSON1@EXAMPLE.COM , 555 108 5969 ,de,51883,02/06/2024,258,,pending, Harrisburg ,N/A,Y,,,,21
Ruby Davis,,555.577.9312,Delaware,72274,"Jan 10, 2025",734, 69 ,INACTIVE,NEWARK,  Blue Rocket ,,,,,247
  zoe rodriguez  ,zoe.rodriguez89@example.com, 555 648 1591 ,de,44381-4074,"Mar 04, 2024","5,472",,inactive,BALTIMORE,Unknown,N,temp,,,352
  bob davis  ,,555.433.3024,Delaware,80098,2023/12/11,,unknown, n/a ,ANNAPOLIS,Cedar Works,No,,,,315
  Victor Rodriguez  , VICTOR.RODRIGUEZ6@DEMO.ORG ,5551589290,de,1553,06/29/2023, $529.00 ,unknown,INACTIVE, TOWSON ,CEDAR WORKS,No,delete me,,,166
  liam jackson  ,liam.jackson38@mail.com,555.289.9826,Delaware,89267,03/30/2024,"8,109",51,unknown, washington ,  Cedar Works ,N,temp,,,254
  quinn anderson  ,quinn.anderson83@demo.org,(555) 793-3091,Virginia,34651,10/08/2024,838,22,active,harrisburg,  Brigh​t Labs ,false,,,,152
  TINA DAVIS  , TINA.DAVIS17@EXAMPLE.COM , 555 521 4013 ,dc,92207,2023/04/05,,unknown,Active,newark,Acme Co,false,temp,,,206
Yara ​Davis, YARA.DAVIS62@DEMO.ORG ,5554926885,DE,35243-1624,2023-11-28,"8,563",,,rockville,  Blue Rocket ,no,,,,25
victor johnson, VICTOR.JOHNSON74@EXAMPLE.COM ,555.723.2480,, 61801 ,,583,, n/a ,RICHMOND,none,,,,,168
yara jackson,yara.jackson77@example.com,(555) 967-6531,Delaware,1864,04-04-2024,N/A,,active,Washington,Unknown,TRUE,,,,457
  TINA TAYLOR  ,tina.taylor23@mail.com,5558435048,pa,94572,04-19-2024, $444.00 ,unknown,INACTIVE, WASHINGTON ,Bright Labs,Y,temp,,,425
  noah rodriguez  ,noah.rodriguez46@demo.org,(555) 575-7334,MD,85385,2024-11-15,,,inactive, ROCKVILLE ,Unknown,0,temp,?,,327
, UMA.DAVIS28@MAIL.COM ,1-555-530-9280,DC,55496-4064,"Nov 04, 2024", $622.00 , 20 ,Active,HARRISBURG,   ,0,old import,,,204
uma anderson, UMA.ANDERSON6@DEMO.ORG ,555-409-6867,Delaware,75991,12/23/2023,663, 29 ,unknown,COLUMBIA,   ,N,temp,,,379
  bob thomas  ,bob.thomas47@mail.com,1-555-266-7405,,23597,2023-12-27,,,unknown,RICHMOND,none,TRUE,delete me,,,90
  Carol Martinez  ,carol.martinez12@mail.com,555.577.4944,pa,87795,2024-04-08,, 50 ,ACTIVE, Rockville ,Unk​nown,1,temp,,,491
Jack Jones,jack.jones46@sample.net,555-824-6199,pa,43019,05/27/2024,513,unknown,PENDING,richmond,N/A,no,delete me,,,445
Xavier Williams,xavier.williams25@demo.org, 555 623 9062 ,de,35218,08-20-2023,,60,, RICHMOND ,   ,N,temp,,,107
Henry Moore,henry.moore27@example.com,555-355-2434,PA, 38425 ,11/13/2023,N/A,50,,annapolis,   ,false,delete me,,,422
NOAH MILLER,noah.miller31@demo.org,555-880-1183,VA,58836-2476,"Mar 31, 2024","6,213",,pending,columbia,Unknown,yes,,,,454
  quinn rodriguez  ,quinn.rodriguez16@demo.org,(555) 106-1760,Virginia,96247-9205,"Sep 18, 2024",636,unknown,unknown,Annapolis,N/A,Y,delete me,,,40
xavier​ thomas, XAVIER.THOMAS82@EXAMPLE.COM ,555-404-7703,DE,88111,2024/10/30,757,,PENDING,TOWSON,Unknown,,old import,,,334
frank anderson,,1-555-220-2925,Pennsylvania,59676,2024-12-31,, 76 ,ACTIVE, baltimore ,Unknown,No,,,,488
ISLA MOORE,, 555 643 1795 ,District of Columbia, 78347 ,"Oct 06, 2024",, 54 ,pending,Rockville,N/A,N,delete me,,,27
  grace brown  ,grace.brown4@sample.net,1-555-847-3403,Maryland,24610-6930,05/04/2024,N/A,unknown,INACTIVE, HARRISBURG ,   ,no,delete me,,,301
GRACE MILLER,grace.miller71@mail.com,5554056812,MD,53399,07/21/2024,784,65,pending, WASHINGTON ,Unknown,no,delete me,,,300
Henry Garcia, HENRY.GARCIA97@EXAMPLE.COM ,555.749.6714,Pennsylvania,58207,11/04/2023,792, 53 ,,COLUMBIA,none,,,,,256
Mia Jackson,mia.jackson72@mail.com, 555 688 4037 ,MD,45414,,882,30,ACTIVE,RICHMOND,Unk​nown,0,delete me,,,348
,, 555 435 1647 ,va,44795,"Mar 24, 2023",,42,unknown,Columbia,  CEDAR WORKS ,No,delete me,,,441
Peter Johnson,peter.johnson82@example.com,(555) 890-9130,DE,16917,"Mar 21, 2024",N/A,52,ACTIVE,RICHMOND,   ,No,temp,,,88
Alice Smith,alice.smith62@example.com,(555) 712-1373,Virginia,57039,2023-11-12,,, n/a ,newark,  BLUE ROCKET ,Y,delete me,,,473
Peter Johnson,peter.johnson44@sample.net,555.931.8788,Pennsylvania,5396,2024/04/22,"6,090",unknown,PENDING,newark,CEDAR​ WORKS,,old import,,,89
  ZOE JONES  ,zoe.jones40@example.com,555.873.6637,pa,91259-5309,01/05/2023,983,60,, HARRISBURG ,  Acme Co ,Yes,delete me,,,182
uma williams,uma.williams8@sample.net,5556841543,dc,52141-3879,,N/A,38,pending,washington,   ,Y,delete me,x,,316
ISLA ​DAVIS,,5552827131,Maryland,49850,05-06-2025,450,,,RICHMOND,North Star,0,temp,,,435
,,,DC,78031-7835,2024/10/27,473,unknown,PENDING,COLUMBIA,  ACME CO ,no,,,,218
  Will Jones  ,will.jones16@sample.net,1-555-461-7400,va,10886,2023/07/08,N/A, 55 ,ACTIVE,columbia,Unknown,N,,x,,54
carol davis,carol.davis17@example.com,5553534054,VA,70084,07-01-2023,, 70 ,PENDING,Newark,Unknown,,delete me,,,427
  Noah Moore  ,noah.moore96@example.com,555-547-1350,PA, 46020 ,12/15/2023,N/A,,pending, Baltimore ,Blue Rocket,no,,,,148
,,,,,,,,,,,,,,,
ruby moore,ruby.moore26@demo.org,5557124038,Pennsylvania,92363,2025/06/11,"9,297",43,INACTIVE,NEWARK,Blue Rocket,false,,,,134
will wilson, WILL.WILSON50@DEMO.ORG ,555.384.3243,Pennsylvania,57024,06/04/2023,N/A,,active, Annapolis ,BLUE ROCKET,Y,,,,3
  KATIE TAYLOR  ,katie.taylor68@sample.net,555-528-8330,de,56920,"May 13, 2023",N/A,43,pending,Baltimore,Blue Rocket,false,temp,,,307
alice ​johnson,alice.johnson99@mail.com,1-555-382-5122,MD,58758,05/05/2023,"1,313",,unknown, Newark ,N/A,false,old import,,,156
david miller,david.miller4@demo.org,1-555-837-9732,MD,95180-6260,"Nov 04, 2023",762,,inactive, baltimore ,Blue ​Rocket,0,delete me,,,333
alice martinez,alice.martinez5@demo.org,555.117.7239,MD, 89410 ,2025/01/16,"6,892",unknown,inactive,ROCKVILLE,N/A,N,delete me,,,470
emma miller,emma.miller12@mail.com,,Delaware,25608,2025/05/08, $876.00 ,,ACTIVE,Columbia,  Cedar Works ,1,delete me,,,287
,carol.davis30@mail.com,(555) 353-4043,Pennsylvania,85796-2061,2023/09/09,,20, n/a , washington ,CEDAR WORKS,no,,,,22
  jack taylor  ,jack.taylor52@mail.com,5555908664,va,88515,02/01/2024,,78,INACTIVE, TOWSON ,none,false,temp,,,137
David Martinez, DAVID.MARTINEZ36@SAMPLE.NET ,555-497-9534,DE,77611-9331,"Aug 16, 2024","2,850",62,PENDING, annapolis ,  BRIGH​T LABS ,Yes,,,,192
